Name,Kauffman,Kauffman (vector),Symmetry Type
8_17,(-a^(-2)-1-a^2)*z^(0)+ (a^(-3)+ 2*a^(-1)+ 2*a+ a^3)*z^(1)+ (-a^(-4)+ 3*a^(-2)+ 8+ 3*a^2-a^4)*z^(2)+ (-4*a^(-3)-6*a^(-1)-6*a-4*a^3)*z^(3)+ (a^(-4)-6*a^(-2)-14-6*a^2+ a^4)*z^(4)+ (3*a^(-3)+ 2*a^(-1)+ 2*a+ 3*a^3)*z^(5)+ (4*a^(-2)+ 8+ 4*a^2)*z^(6)+ (2*a^(-1)+ 2*a)*z^(7),[0; 7; [-2; 2; -1; 0; -1; 0; -1]; [-3; 3; 1; 0; 2; 0; 2; 0; 1]; [-4; 4; -1; 0; 3; 0; 8; 0; 3; 0; -1]; [-3; 3; -4; 0; -6; 0; -6; 0; -4]; [-4; 4; 1; 0; -6; 0; -14; 0; -6; 0; 1]; [-3; 3; 3; 0; 2; 0; 2; 0; 3]; [-2; 2; 4; 0; 8; 0; 4]; [-1; 1; 2; 0; 2]],negative amphicheiral
8_18,(a^(-2)+ 3+ a^2)*z^(0)+ (a^(-1)+ a)*z^(1)+ (3*a^(-2)+ 6+ 3*a^2)*z^(2)+ (-4*a^(-3)-9*a^(-1)-9*a-4*a^3)*z^(3)+ (a^(-4)-9*a^(-2)-20-9*a^2+ a^4)*z^(4)+ (4*a^(-3)+ 3*a^(-1)+ 3*a+ 4*a^3)*z^(5)+ (6*a^(-2)+ 12+ 6*a^2)*z^(6)+ (3*a^(-1)+ 3*a)*z^(7),[0; 7; [-2; 2; 1; 0; 3; 0; 1]; [-1; 1; 1; 0; 1]; [-2; 2; 3; 0; 6; 0; 3]; [-3; 3; -4; 0; -9; 0; -9; 0; -4]; [-4; 4; 1; 0; -9; 0; -20; 0; -9; 0; 1]; [-3; 3; 4; 0; 3; 0; 3; 0; 4]; [-2; 2; 6; 0; 12; 0; 6]; [-1; 1; 3; 0; 3]],fully amphicheiral
8_19,(-a^(-10)-5*a^(-8)-5*a^(-6))*z^(0)+ (5*a^(-9)+ 5*a^(-7))*z^(1)+ (10*a^(-8)+ 10*a^(-6))*z^(2)+ (-5*a^(-9)-5*a^(-7))*z^(3)+ (-6*a^(-8)-6*a^(-6))*z^(4)+ (a^(-9)+ a^(-7))*z^(5)+ (a^(-8)+ a^(-6))*z^(6),[0; 6; [-10; -6; -1; 0; -5; 0; -5]; [-9; -7; 5; 0; 5]; [-8; -6; 10; 0; 10]; [-9; -7; -5; 0; -5]; [-8; -6; -6; 0; -6]; [-9; -7; 1; 0; 1]; [-8; -6; 1; 0; 1]],reversible
8_20,(-1-4*a^2-2*a^4)*z^(0)+ (a^(-1)+ 3*a+ 5*a^3+ 3*a^5)*z^(1)+ (2+ 6*a^2+ 4*a^4)*z^(2)+ (-3*a-7*a^3-4*a^5)*z^(3)+ (-4*a^2-4*a^4)*z^(4)+ (a+ 2*a^3+ a^5)*z^(5)+ (a^2+ a^4)*z^(6),[0; 6; [0; 4; -1; 0; -4; 0; -2]; [-1; 5; 1; 0; 3; 0; 5; 0; 3]; [0; 4; 2; 0; 6; 0; 4]; [1; 5; -3; 0; -7; 0; -4]; [2; 4; -4; 0; -4]; [1; 5; 1; 0; 2; 0; 1]; [2; 4; 1; 0; 1]],reversible
8_21,(-a^(-6)-3*a^(-4)-3*a^(-2))*z^(0)+ (2*a^(-7)+ 4*a^(-5)+ 2*a^(-3))*z^(1)+ (-2*a^(-8)+ 5*a^(-4)+ 3*a^(-2))*z^(2)+ (-5*a^(-7)-6*a^(-5)-a^(-3))*z^(3)+ (a^(-8)-a^(-6)-2*a^(-4))*z^(4)+ (2*a^(-7)+ 3*a^(-5)+ a^(-3))*z^(5)+ (a^(-6)+ a^(-4))*z^(6),[0; 6; [-6; -2; -1; 0; -3; 0; -3]; [-7; -3; 2; 0; 4; 0; 2]; [-8; -2; -2; 0; 0; 0; 5; 0; 3]; [-7; -3; -5; 0; -6; 0; -1]; [-8; -4; 1; 0; -1; 0; -2]; [-7; -3; 2; 0; 3; 0; 1]; [-6; -4; 1; 0; 1]],reversible
9_1,(4*a^(-10)+ 5*a^(-8))*z^(0)+ (a^(-17)-a^(-15)+ a^(-13)-a^(-11)-4*a^(-9))*z^(1)+ (a^(-16)-2*a^(-14)+ 3*a^(-12)-14*a^(-10)-20*a^(-8))*z^(2)+ (a^(-15)-3*a^(-13)+ 6*a^(-11)+ 10*a^(-9))*z^(3)+ (a^(-14)-4*a^(-12)+ 16*a^(-10)+ 21*a^(-8))*z^(4)+ (a^(-13)-5*a^(-11)-6*a^(-9))*z^(5)+ (a^(-12)-7*a^(-10)-8*a^(-8))*z^(6)+ (a^(-11)+ a^(-9))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -8; 4; 0; 5]; [-17; -9; 1; 0; -1; 0; 1; 0; -1; 0; -4]; [-16; -8; 1; 0; -2; 0; 3; 0; -14; 0; -20]; [-15; -9; 1; 0; -3; 0; 6; 0; 10]; [-14; -8; 1; 0; -4; 0; 16; 0; 21]; [-13; -9; 1; 0; -5; 0; -6]; [-12; -8; 1; 0; -7; 0; -8]; [-11; -9; 1; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_2,(a^(-10)+ a^(-8)-a^(-2))*z^(0)+ (-4*a^(-11)-4*a^(-9))*z^(1)+ (-7*a^(-10)-6*a^(-8)+ a^(-2))*z^(2)+ (10*a^(-11)+ 13*a^(-9)+ a^(-7)-a^(-5)+ a^(-3))*z^(3)+ (11*a^(-10)+ 8*a^(-8)-2*a^(-6)+ a^(-4))*z^(4)+ (-6*a^(-11)-10*a^(-9)-3*a^(-7)+ a^(-5))*z^(5)+ (-6*a^(-10)-5*a^(-8)+ a^(-6))*z^(6)+ (a^(-11)+ 2*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -2; 1; 0; 1; 0; 0; 0; 0; 0; -1]; [-11; -9; -4; 0; -4]; [-10; -2; -7; 0; -6; 0; 0; 0; 0; 0; 1]; [-11; -3; 10; 0; 13; 0; 1; 0; -1; 0; 1]; [-10; -4; 11; 0; 8; 0; -2; 0; 1]; [-11; -5; -6; 0; -10; 0; -3; 0; 1]; [-10; -6; -6; 0; -5; 0; 1]; [-11; -7; 1; 0; 2; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_3,(3*a^(-10)+ 3*a^(-8)-a^(-6))*z^(0)+ (-2*a^(-15)+ a^(-13)-a^(-11)-4*a^(-9))*z^(1)+ (-a^(-14)+ 3*a^(-12)-11*a^(-10)-9*a^(-8)+ 6*a^(-6))*z^(2)+ (a^(-15)-a^(-13)+ 4*a^(-11)+ 9*a^(-9)+ 3*a^(-7))*z^(3)+ (a^(-14)-2*a^(-12)+ 11*a^(-10)+ 9*a^(-8)-5*a^(-6))*z^(4)+ (a^(-13)-3*a^(-11)-8*a^(-9)-4*a^(-7))*z^(5)+ (a^(-12)-5*a^(-10)-5*a^(-8)+ a^(-6))*z^(6)+ (a^(-11)+ 2*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -6; 3; 0; 3; 0; -1]; [-15; -9; -2; 0; 1; 0; -1; 0; -4]; [-14; -6; -1; 0; 3; 0; -11; 0; -9; 0; 6]; [-15; -7; 1; 0; -1; 0; 4; 0; 9; 0; 3]; [-14; -6; 1; 0; -2; 0; 11; 0; 9; 0; -5]; [-13; -7; 1; 0; -3; 0; -8; 0; -4]; [-12; -6; 1; 0; -5; 0; -5; 0; 1]; [-11; -7; 1; 0; 2; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_4,(2*a^(-10)+ 2*a^(-8)+ a^(-4))*z^(0)+ (3*a^(-13)-a^(-11)-4*a^(-9))*z^(1)+ (a^(-12)-10*a^(-10)-7*a^(-8)+ a^(-6)-3*a^(-4))*z^(2)+ (-4*a^(-13)+ 2*a^(-11)+ 12*a^(-9)+ 4*a^(-7)-2*a^(-5))*z^(3)+ (-3*a^(-12)+ 11*a^(-10)+ 11*a^(-8)-2*a^(-6)+ a^(-4))*z^(4)+ (a^(-13)-3*a^(-11)-8*a^(-9)-3*a^(-7)+ a^(-5))*z^(5)+ (a^(-12)-5*a^(-10)-5*a^(-8)+ a^(-6))*z^(6)+ (a^(-11)+ 2*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -4; 2; 0; 2; 0; 0; 0; 1]; [-13; -9; 3; 0; -1; 0; -4]; [-12; -4; 1; 0; -10; 0; -7; 0; 1; 0; -3]; [-13; -5; -4; 0; 2; 0; 12; 0; 4; 0; -2]; [-12; -4; -3; 0; 11; 0; 11; 0; -2; 0; 1]; [-13; -5; 1; 0; -3; 0; -8; 0; -3; 0; 1]; [-12; -6; 1; 0; -5; 0; -5; 0; 1]; [-11; -7; 1; 0; 2; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_5,(a^(-10)-a^(-6)+ a^(-4))*z^(0)+ (-6*a^(-11)-6*a^(-9))*z^(1)+ (-3*a^(-10)+ 4*a^(-8)+ 3*a^(-6)-3*a^(-4)+ a^(-2))*z^(2)+ (11*a^(-11)+ 18*a^(-9)+ a^(-7)-4*a^(-5)+ 2*a^(-3))*z^(3)+ (7*a^(-10)-3*a^(-8)-7*a^(-6)+ 3*a^(-4))*z^(4)+ (-6*a^(-11)-14*a^(-9)-5*a^(-7)+ 3*a^(-5))*z^(5)+ (-5*a^(-10)-2*a^(-8)+ 3*a^(-6))*z^(6)+ (a^(-11)+ 3*a^(-9)+ 2*a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -4; 1; 0; 0; 0; -1; 0; 1]; [-11; -9; -6; 0; -6]; [-10; -2; -3; 0; 4; 0; 3; 0; -3; 0; 1]; [-11; -3; 11; 0; 18; 0; 1; 0; -4; 0; 2]; [-10; -4; 7; 0; -3; 0; -7; 0; 3]; [-11; -5; -6; 0; -14; 0; -5; 0; 3]; [-10; -6; -5; 0; -2; 0; 3]; [-11; -7; 1; 0; 3; 0; 2]; [-10; -8; 1; 0; 1]],reversible
9_6,(a^(-10)-a^(-8)-3*a^(-6))*z^(0)+ (-a^(-15)-2*a^(-11)-a^(-9)+ 2*a^(-7))*z^(1)+ (-2*a^(-14)+ a^(-12)-3*a^(-10)+ a^(-8)+ 7*a^(-6))*z^(2)+ (a^(-15)-a^(-13)+ 6*a^(-11)+ 8*a^(-9))*z^(3)+ (2*a^(-14)-2*a^(-12)+ 2*a^(-10)+ a^(-8)-5*a^(-6))*z^(4)+ (2*a^(-13)-5*a^(-11)-10*a^(-9)-3*a^(-7))*z^(5)+ (2*a^(-12)-2*a^(-10)-3*a^(-8)+ a^(-6))*z^(6)+ (2*a^(-11)+ 3*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -6; 1; 0; -1; 0; -3]; [-15; -7; -1; 0; 0; 0; -2; 0; -1; 0; 2]; [-14; -6; -2; 0; 1; 0; -3; 0; 1; 0; 7]; [-15; -9; 1; 0; -1; 0; 6; 0; 8]; [-14; -6; 2; 0; -2; 0; 2; 0; 1; 0; -5]; [-13; -7; 2; 0; -5; 0; -10; 0; -3]; [-12; -6; 2; 0; -2; 0; -3; 0; 1]; [-11; -7; 2; 0; 3; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_7,(a^(-10)+ a^(-8)+ a^(-6)+ 2*a^(-4))*z^(0)+ (a^(-13)-2*a^(-11)-3*a^(-9)-a^(-7)-a^(-5))*z^(1)+ (3*a^(-12)-2*a^(-10)-4*a^(-8)-2*a^(-6)-3*a^(-4))*z^(2)+ (-3*a^(-13)+ 5*a^(-11)+ 11*a^(-9)+ 2*a^(-7)-a^(-5))*z^(3)+ (-6*a^(-12)+ 2*a^(-10)+ 7*a^(-8)+ a^(-4))*z^(4)+ (a^(-13)-6*a^(-11)-9*a^(-9)-a^(-7)+ a^(-5))*z^(5)+ (2*a^(-12)-2*a^(-10)-3*a^(-8)+ a^(-6))*z^(6)+ (2*a^(-11)+ 3*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -4; 1; 0; 1; 0; 1; 0; 2]; [-13; -5; 1; 0; -2; 0; -3; 0; -1; 0; -1]; [-12; -4; 3; 0; -2; 0; -4; 0; -2; 0; -3]; [-13; -5; -3; 0; 5; 0; 11; 0; 2; 0; -1]; [-12; -4; -6; 0; 2; 0; 7; 0; 0; 0; 1]; [-13; -5; 1; 0; -6; 0; -9; 0; -1; 0; 1]; [-12; -6; 2; 0; -2; 0; -3; 0; 1]; [-11; -7; 2; 0; 3; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_8,(a^(-6)+ 2*a^(-4)-1-a^2)*z^(0)+ (-a^(-7)-a^(-5)-a^(-3)-3*a^(-1)-2*a)*z^(1)+ (-2*a^(-6)-3*a^(-4)+ 2*a^(-2)+ 7+ 4*a^2)*z^(2)+ (a^(-7)+ 2*a^(-3)+ 11*a^(-1)+ 8*a)*z^(3)+ (2*a^(-6)-4*a^(-2)-6-4*a^2)*z^(4)+ (2*a^(-5)-3*a^(-3)-13*a^(-1)-8*a)*z^(5)+ (2*a^(-4)-1+ a^2)*z^(6)+ (2*a^(-3)+ 4*a^(-1)+ 2*a)*z^(7)+ (a^(-2)+ 1)*z^(8),[0; 8; [-6; 2; 1; 0; 2; 0; 0; 0; -1; 0; -1]; [-7; 1; -1; 0; -1; 0; -1; 0; -3; 0; -2]; [-6; 2; -2; 0; -3; 0; 2; 0; 7; 0; 4]; [-7; 1; 1; 0; 0; 0; 2; 0; 11; 0; 8]; [-6; 2; 2; 0; 0; 0; -4; 0; -6; 0; -4]; [-5; 1; 2; 0; -3; 0; -13; 0; -8]; [-4; 2; 2; 0; 0; 0; -1; 0; 1]; [-3; 1; 2; 0; 4; 0; 2]; [-2; 0; 1; 0; 1]],reversible
9_9,(2*a^(-10)+ a^(-8)-2*a^(-6))*z^(0)+ (-a^(-15)+ 2*a^(-13)-2*a^(-9)+ a^(-7))*z^(1)+ (-a^(-14)+ 3*a^(-12)-6*a^(-10)-3*a^(-8)+ 7*a^(-6))*z^(2)+ (a^(-15)-3*a^(-13)+ 5*a^(-9)+ a^(-7))*z^(3)+ (2*a^(-14)-4*a^(-12)+ 2*a^(-10)+ 3*a^(-8)-5*a^(-6))*z^(4)+ (3*a^(-13)-2*a^(-11)-8*a^(-9)-3*a^(-7))*z^(5)+ (3*a^(-12)-a^(-10)-3*a^(-8)+ a^(-6))*z^(6)+ (2*a^(-11)+ 3*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -6; 2; 0; 1; 0; -2]; [-15; -7; -1; 0; 2; 0; 0; 0; -2; 0; 1]; [-14; -6; -1; 0; 3; 0; -6; 0; -3; 0; 7]; [-15; -7; 1; 0; -3; 0; 0; 0; 5; 0; 1]; [-14; -6; 2; 0; -4; 0; 2; 0; 3; 0; -5]; [-13; -7; 3; 0; -2; 0; -8; 0; -3]; [-12; -6; 3; 0; -1; 0; -3; 0; 1]; [-11; -7; 2; 0; 3; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_10,(2*a^(-10)+ a^(-8)-2*a^(-6))*z^(0)+ (4*a^(-13)-4*a^(-9))*z^(1)+ (-11*a^(-10)-2*a^(-8)+ 7*a^(-6)-2*a^(-4))*z^(2)+ (-4*a^(-13)-a^(-11)+ 9*a^(-9)+ 3*a^(-7)-3*a^(-5))*z^(3)+ (-2*a^(-12)+ 9*a^(-10)+ 3*a^(-8)-7*a^(-6)+ a^(-4))*z^(4)+ (a^(-13)-a^(-11)-7*a^(-9)-3*a^(-7)+ 2*a^(-5))*z^(5)+ (a^(-12)-3*a^(-10)-a^(-8)+ 3*a^(-6))*z^(6)+ (a^(-11)+ 3*a^(-9)+ 2*a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -6; 2; 0; 1; 0; -2]; [-13; -9; 4; 0; 0; 0; -4]; [-10; -4; -11; 0; -2; 0; 7; 0; -2]; [-13; -5; -4; 0; -1; 0; 9; 0; 3; 0; -3]; [-12; -4; -2; 0; 9; 0; 3; 0; -7; 0; 1]; [-13; -5; 1; 0; -1; 0; -7; 0; -3; 0; 2]; [-12; -6; 1; 0; -3; 0; -1; 0; 3]; [-11; -7; 1; 0; 3; 0; 2]; [-10; -8; 1; 0; 1]],reversible
9_11,(-a^2-a^4-3*a^6-2*a^8)*z^(0)+ (-a^3-2*a^5+ 2*a^7+ 2*a^9-a^11)*z^(1)+ (4*a^2+ 5*a^4+ 6*a^6+ 4*a^8-a^10)*z^(2)+ (8*a^3+ 9*a^5-3*a^7-3*a^9+ a^11)*z^(3)+ (-4*a^2-5*a^4-7*a^6-4*a^8+ 2*a^10)*z^(4)+ (-8*a^3-12*a^5-a^7+ 3*a^9)*z^(5)+ (a^2-a^4+ a^6+ 3*a^8)*z^(6)+ (2*a^3+ 4*a^5+ 2*a^7)*z^(7)+ (a^4+ a^6)*z^(8),[0; 8; [2; 8; -1; 0; -1; 0; -3; 0; -2]; [3; 11; -1; 0; -2; 0; 2; 0; 2; 0; -1]; [2; 10; 4; 0; 5; 0; 6; 0; 4; 0; -1]; [3; 11; 8; 0; 9; 0; -3; 0; -3; 0; 1]; [2; 10; -4; 0; -5; 0; -7; 0; -4; 0; 2]; [3; 9; -8; 0; -12; 0; -1; 0; 3]; [2; 8; 1; 0; -1; 0; 1; 0; 3]; [3; 7; 2; 0; 4; 0; 2]; [4; 6; 1; 0; 1]],reversible
9_12,(-a^(-8)-2*a^(-6)-a^(-4)+ 1)*z^(0)+ (a^(-9)-a^(-7)-4*a^(-5)-2*a^(-3))*z^(1)+ (4*a^(-8)+ 7*a^(-6)+ 3*a^(-4)-2*a^(-2)-2)*z^(2)+ (-3*a^(-9)+ 3*a^(-7)+ 13*a^(-5)+ 4*a^(-3)-3*a^(-1))*z^(3)+ (-6*a^(-8)-5*a^(-6)-a^(-4)-a^(-2)+ 1)*z^(4)+ (a^(-9)-5*a^(-7)-11*a^(-5)-3*a^(-3)+ 2*a^(-1))*z^(5)+ (2*a^(-8)+ 2*a^(-2))*z^(6)+ (2*a^(-7)+ 4*a^(-5)+ 2*a^(-3))*z^(7)+ (a^(-6)+ a^(-4))*z^(8),[0; 8; [-8; 0; -1; 0; -2; 0; -1; 0; 0; 0; 1]; [-9; -3; 1; 0; -1; 0; -4; 0; -2]; [-8; 0; 4; 0; 7; 0; 3; 0; -2; 0; -2]; [-9; -1; -3; 0; 3; 0; 13; 0; 4; 0; -3]; [-8; 0; -6; 0; -5; 0; -1; 0; -1; 0; 1]; [-9; -1; 1; 0; -5; 0; -11; 0; -3; 0; 2]; [-8; -2; 2; 0; 0; 0; 0; 0; 2]; [-7; -3; 2; 0; 4; 0; 2]; [-6; -4; 1; 0; 1]],reversible
9_13,(a^(-10)-a^(-8)-3*a^(-6))*z^(0)+ (2*a^(-13)-2*a^(-11)-3*a^(-9)+ a^(-7))*z^(1)+ (2*a^(-12)-2*a^(-10)+ 6*a^(-8)+ 8*a^(-6)-2*a^(-4))*z^(2)+ (-3*a^(-13)+ 2*a^(-11)+ 9*a^(-9)+ a^(-7)-3*a^(-5))*z^(3)+ (-5*a^(-12)-a^(-10)-4*a^(-8)-7*a^(-6)+ a^(-4))*z^(4)+ (a^(-13)-4*a^(-11)-9*a^(-9)-2*a^(-7)+ 2*a^(-5))*z^(5)+ (2*a^(-12)+ a^(-8)+ 3*a^(-6))*z^(6)+ (2*a^(-11)+ 4*a^(-9)+ 2*a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -6; 1; 0; -1; 0; -3]; [-13; -7; 2; 0; -2; 0; -3; 0; 1]; [-12; -4; 2; 0; -2; 0; 6; 0; 8; 0; -2]; [-13; -5; -3; 0; 2; 0; 9; 0; 1; 0; -3]; [-12; -4; -5; 0; -1; 0; -4; 0; -7; 0; 1]; [-13; -5; 1; 0; -4; 0; -9; 0; -2; 0; 2]; [-12; -6; 2; 0; 0; 0; 1; 0; 3]; [-11; -7; 2; 0; 4; 0; 2]; [-10; -8; 1; 0; 1]],reversible
9_14,(1-a^2-2*a^4-a^6)*z^(0)+ (-2*a-5*a^3-3*a^5)*z^(1)+ (-2*a^(-2)+ 8*a^2+ 10*a^4+ 4*a^6)*z^(2)+ (a^(-3)-3*a^(-1)+ 2*a+ 15*a^3+ 9*a^5)*z^(3)+ (3*a^(-2)-4-12*a^2-9*a^4-4*a^6)*z^(4)+ (4*a^(-1)-4*a-16*a^3-8*a^5)*z^(5)+ (4+ 3*a^2+ a^6)*z^(6)+ (3*a+ 5*a^3+ 2*a^5)*z^(7)+ (a^2+ a^4)*z^(8),[0; 8; [0; 6; 1; 0; -1; 0; -2; 0; -1]; [1; 5; -2; 0; -5; 0; -3]; [-2; 6; -2; 0; 0; 0; 8; 0; 10; 0; 4]; [-3; 5; 1; 0; -3; 0; 2; 0; 15; 0; 9]; [-2; 6; 3; 0; -4; 0; -12; 0; -9; 0; -4]; [-1; 5; 4; 0; -4; 0; -16; 0; -8]; [0; 6; 4; 0; 3; 0; 0; 0; 1]; [1; 5; 3; 0; 5; 0; 2]; [2; 4; 1; 0; 1]],reversible
9_15,(1+ a^2+ a^4-a^6-a^8)*z^(0)+ (a+ a^3-a^5+ a^7+ 2*a^9)*z^(1)+ (-2-3*a^2-2*a^4+ 2*a^6+ 3*a^8)*z^(2)+ (-3*a+ 5*a^5-a^7-3*a^9)*z^(3)+ (1-4*a^6-5*a^8)*z^(4)+ (2*a-a^3-7*a^5-3*a^7+ a^9)*z^(5)+ (2*a^2+ a^4+ a^6+ 2*a^8)*z^(6)+ (2*a^3+ 4*a^5+ 2*a^7)*z^(7)+ (a^4+ a^6)*z^(8),[0; 8; [0; 8; 1; 0; 1; 0; 1; 0; -1; 0; -1]; [1; 9; 1; 0; 1; 0; -1; 0; 1; 0; 2]; [0; 8; -2; 0; -3; 0; -2; 0; 2; 0; 3]; [1; 9; -3; 0; 0; 0; 5; 0; -1; 0; -3]; [0; 8; 1; 0; 0; 0; 0; 0; -4; 0; -5]; [1; 9; 2; 0; -1; 0; -7; 0; -3; 0; 1]; [2; 8; 2; 0; 1; 0; 1; 0; 2]; [3; 7; 2; 0; 4; 0; 2]; [4; 6; 1; 0; 1]],reversible
9_16,(-3*a^(-8)-4*a^(-6))*z^(0)+ (2*a^(-13)+ 2*a^(-11)+ 4*a^(-9)+ 4*a^(-7))*z^(1)+ (-a^(-14)+ 2*a^(-12)+ a^(-10)+ 6*a^(-8)+ 8*a^(-6))*z^(2)+ (a^(-15)-5*a^(-13)-5*a^(-11)-a^(-9)-2*a^(-7))*z^(3)+ (3*a^(-14)-6*a^(-12)-8*a^(-10)-4*a^(-8)-5*a^(-6))*z^(4)+ (5*a^(-13)-a^(-11)-8*a^(-9)-2*a^(-7))*z^(5)+ (5*a^(-12)+ 3*a^(-10)-a^(-8)+ a^(-6))*z^(6)+ (3*a^(-11)+ 4*a^(-9)+ a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-8; -6; -3; 0; -4]; [-13; -7; 2; 0; 2; 0; 4; 0; 4]; [-14; -6; -1; 0; 2; 0; 1; 0; 6; 0; 8]; [-15; -7; 1; 0; -5; 0; -5; 0; -1; 0; -2]; [-14; -6; 3; 0; -6; 0; -8; 0; -4; 0; -5]; [-13; -7; 5; 0; -1; 0; -8; 0; -2]; [-12; -6; 5; 0; 3; 0; -1; 0; 1]; [-11; -7; 3; 0; 4; 0; 1]; [-10; -8; 1; 0; 1]],reversible
9_17,(-2*a^(-2)-3-2*a^2)*z^(0)+ (a^(-5)+ 3*a^(-3)+ a^(-1)-a)*z^(1)+ (-2*a^(-6)-a^(-4)+ 9*a^(-2)+ 13+ 5*a^2)*z^(2)+ (a^(-7)-3*a^(-5)-4*a^(-3)+ 6*a^(-1)+ 6*a)*z^(3)+ (3*a^(-6)-3*a^(-4)-14*a^(-2)-12-4*a^2)*z^(4)+ (4*a^(-5)-2*a^(-3)-13*a^(-1)-7*a)*z^(5)+ (4*a^(-4)+ 4*a^(-2)+ 1+ a^2)*z^(6)+ (3*a^(-3)+ 5*a^(-1)+ 2*a)*z^(7)+ (a^(-2)+ 1)*z^(8),[0; 8; [-2; 2; -2; 0; -3; 0; -2]; [-5; 1; 1; 0; 3; 0; 1; 0; -1]; [-6; 2; -2; 0; -1; 0; 9; 0; 13; 0; 5]; [-7; 1; 1; 0; -3; 0; -4; 0; 6; 0; 6]; [-6; 2; 3; 0; -3; 0; -14; 0; -12; 0; -4]; [-5; 1; 4; 0; -2; 0; -13; 0; -7]; [-4; 2; 4; 0; 4; 0; 1; 0; 1]; [-3; 1; 3; 0; 5; 0; 2]; [-2; 0; 1; 0; 1]],reversible
9_18,(a^(-10)-a^(-6)+ a^(-4))*z^(0)+ (2*a^(-13)+ 2*a^(-7))*z^(1)+ (3*a^(-12)-2*a^(-10)+ 3*a^(-6)-2*a^(-4))*z^(2)+ (-3*a^(-13)+ a^(-9)-4*a^(-7)-2*a^(-5))*z^(3)+ (-5*a^(-12)-2*a^(-10)-2*a^(-8)-4*a^(-6)+ a^(-4))*z^(4)+ (a^(-13)-3*a^(-11)-5*a^(-9)+ a^(-7)+ 2*a^(-5))*z^(5)+ (2*a^(-12)+ a^(-10)+ 2*a^(-8)+ 3*a^(-6))*z^(6)+ (2*a^(-11)+ 4*a^(-9)+ 2*a^(-7))*z^(7)+ (a^(-10)+ a^(-8))*z^(8),[0; 8; [-10; -4; 1; 0; 0; 0; -1; 0; 1]; [-13; -7; 2; 0; 0; 0; 0; 0; 2]; [-12; -4; 3; 0; -2; 0; 0; 0; 3; 0; -2]; [-13; -5; -3; 0; 0; 0; 1; 0; -4; 0; -2]; [-12; -4; -5; 0; -2; 0; -2; 0; -4; 0; 1]; [-13; -5; 1; 0; -3; 0; -5; 0; 1; 0; 2]; [-12; -6; 2; 0; 1; 0; 2; 0; 3]; [-11; -7; 2; 0; 4; 0; 2]; [-10; -8; 1; 0; 1]],reversible
9_19,(-a^(-2)+ a^2+ a^4)*z^(0)+ (-a^(-3)-3*a^(-1)-a+ a^3)*z^(1)+ (4*a^(-4)+ 8*a^(-2)+ 3-3*a^2-2*a^4)*z^(2)+ (-2*a^(-5)+ 4*a^(-3)+ 10*a^(-1)+ a-3*a^3)*z^(3)+ (-8*a^(-4)-11*a^(-2)-4+ a^4)*z^(4)+ (a^(-5)-7*a^(-3)-11*a^(-1)-a+ 2*a^3)*z^(5)+ (3*a^(-4)+ 3*a^(-2)+ 2+ 2*a^2)*z^(6)+ (3*a^(-3)+ 5*a^(-1)+ 2*a)*z^(7)+ (a^(-2)+ 1)*z^(8),[0; 8; [-2; 4; -1; 0; 0; 0; 1; 0; 1]; [-3; 3; -1; 0; -3; 0; -1; 0; 1]; [-4; 4; 4; 0; 8; 0; 3; 0; -3; 0; -2]; [-5; 3; -2; 0; 4; 0; 10; 0; 1; 0; -3]; [-4; 4; -8; 0; -11; 0; -4; 0; 0; 0; 1]; [-5; 3; 1; 0; -7; 0; -11; 0; -1; 0; 2]; [-4; 2; 3; 0; 3; 0; 2; 0; 2]; [-3; 1; 3; 0; 5; 0; 2]; [-2; 0; 1; 0; 1]],reversible
