Name,Kauffman,Kauffman (vector),Symmetry Type
12n_450,(1)*z^(0)+ (a^(-7)+ 3*a^(-5)+ 3*a^(-3)+ a^(-1))*z^(1)+ (-4*a^(-8)-8*a^(-6)-6*a^(-4)-4*a^(-2)-2)*z^(2)+ (4*a^(-9)-4*a^(-7)-19*a^(-5)-15*a^(-3)-4*a^(-1))*z^(3)+ (-2*a^(-10)+ 14*a^(-8)+ 26*a^(-6)+ 13*a^(-4)+ 4*a^(-2)+ 1)*z^(4)+ (-10*a^(-9)+ 9*a^(-7)+ 38*a^(-5)+ 22*a^(-3)+ 3*a^(-1))*z^(5)+ (a^(-10)-20*a^(-8)-24*a^(-6)-3*a^(-4))*z^(6)+ (4*a^(-9)-15*a^(-7)-29*a^(-5)-10*a^(-3))*z^(7)+ (7*a^(-8)+ 4*a^(-6)-2*a^(-4)+ a^(-2))*z^(8)+ (6*a^(-7)+ 9*a^(-5)+ 3*a^(-3))*z^(9)+ (2*a^(-6)+ 2*a^(-4))*z^(10),[0; 10; [0; 0; 1]; [-7; -1; 1; 0; 3; 0; 3; 0; 1]; [-8; 0; -4; 0; -8; 0; -6; 0; -4; 0; -2]; [-9; -1; 4; 0; -4; 0; -19; 0; -15; 0; -4]; [-10; 0; -2; 0; 14; 0; 26; 0; 13; 0; 4; 0; 1]; [-9; -1; -10; 0; 9; 0; 38; 0; 22; 0; 3]; [-10; -4; 1; 0; -20; 0; -24; 0; -3]; [-9; -3; 4; 0; -15; 0; -29; 0; -10]; [-8; -2; 7; 0; 4; 0; -2; 0; 1]; [-7; -3; 6; 0; 9; 0; 3]; [-6; -4; 2; 0; 2]],reversible
12n_451,(a^2+ 4*a^4+ a^6-a^8)*z^(0)+ (-a-2*a^3+ 7*a^7+ 6*a^9)*z^(1)+ (-4*a^2-15*a^4-8*a^6+ 3*a^8)*z^(2)+ (a+ 5*a^3-2*a^5-16*a^7-10*a^9)*z^(3)+ (3*a^2+ 20*a^4+ 15*a^6-2*a^8)*z^(4)+ (-2*a^3+ 5*a^5+ 10*a^7+ 3*a^9)*z^(5)+ (-9*a^4-11*a^6-2*a^8)*z^(6)+ (a^3-3*a^5-4*a^7)*z^(7)+ (2*a^4+ 3*a^6+ a^8)*z^(8)+ (a^5+ a^7)*z^(9),[0; 9; [2; 8; 1; 0; 4; 0; 1; 0; -1]; [1; 9; -1; 0; -2; 0; 0; 0; 7; 0; 6]; [2; 8; -4; 0; -15; 0; -8; 0; 3]; [1; 9; 1; 0; 5; 0; -2; 0; -16; 0; -10]; [2; 8; 3; 0; 20; 0; 15; 0; -2]; [3; 9; -2; 0; 5; 0; 10; 0; 3]; [4; 8; -9; 0; -11; 0; -2]; [3; 7; 1; 0; -3; 0; -4]; [4; 8; 2; 0; 3; 0; 1]; [5; 7; 1; 0; 1]],reversible
12n_452,(-a^(-6)-a^(-4)+ a^(-2)+ 2)*z^(0)+ (2*a^(-7)+ 2*a^(-5))*z^(1)+ (-4*a^(-8)+ 3*a^(-4)-7*a^(-2)-6)*z^(2)+ (-8*a^(-7)-3*a^(-5)+ 2*a^(-3)-3*a^(-1))*z^(3)+ (3*a^(-8)+ a^(-6)+ 3*a^(-4)+ 8*a^(-2)+ 3)*z^(4)+ (3*a^(-7)-2*a^(-3)+ a^(-1))*z^(5)+ (-2*a^(-6)-6*a^(-4)-4*a^(-2))*z^(6)+ (a^(-7)+ a^(-5)+ a^(-3)+ a^(-1))*z^(7)+ (2*a^(-6)+ 4*a^(-4)+ 2*a^(-2))*z^(8)+ (a^(-5)+ a^(-3))*z^(9),[0; 9; [-6; 0; -1; 0; -1; 0; 1; 0; 2]; [-7; -5; 2; 0; 2]; [-8; 0; -4; 0; 0; 0; 3; 0; -7; 0; -6]; [-7; -1; -8; 0; -3; 0; 2; 0; -3]; [-8; 0; 3; 0; 1; 0; 3; 0; 8; 0; 3]; [-7; -1; 3; 0; 0; 0; -2; 0; 1]; [-6; -2; -2; 0; -6; 0; -4]; [-7; -1; 1; 0; 1; 0; 1; 0; 1]; [-6; -2; 2; 0; 4; 0; 2]; [-5; -3; 1; 0; 1]],reversible
12n_453,(-a^(-14)-2*a^(-12)+ 3*a^(-10)+ 5*a^(-8))*z^(0)+ (3*a^(-15)+ 12*a^(-13)+ 6*a^(-11)-3*a^(-9))*z^(1)+ (-2*a^(-16)-2*a^(-14)+ 5*a^(-12)-14*a^(-10)-17*a^(-8)+ 2*a^(-6))*z^(2)+ (-11*a^(-15)-32*a^(-13)-17*a^(-11)+ 7*a^(-9)+ 3*a^(-7))*z^(3)+ (3*a^(-16)+ 3*a^(-14)+ a^(-12)+ 26*a^(-10)+ 22*a^(-8)-3*a^(-6))*z^(4)+ (7*a^(-15)+ 27*a^(-13)+ 25*a^(-11)-2*a^(-9)-7*a^(-7))*z^(5)+ (-3*a^(-14)-8*a^(-12)-24*a^(-10)-18*a^(-8)+ a^(-6))*z^(6)+ (a^(-15)-11*a^(-13)-23*a^(-11)-8*a^(-9)+ 3*a^(-7))*z^(7)+ (4*a^(-14)+ 4*a^(-12)+ 6*a^(-10)+ 6*a^(-8))*z^(8)+ (5*a^(-13)+ 10*a^(-11)+ 5*a^(-9))*z^(9)+ (2*a^(-12)+ 2*a^(-10))*z^(10),[0; 10; [-14; -8; -1; 0; -2; 0; 3; 0; 5]; [-15; -9; 3; 0; 12; 0; 6; 0; -3]; [-16; -6; -2; 0; -2; 0; 5; 0; -14; 0; -17; 0; 2]; [-15; -7; -11; 0; -32; 0; -17; 0; 7; 0; 3]; [-16; -6; 3; 0; 3; 0; 1; 0; 26; 0; 22; 0; -3]; [-15; -7; 7; 0; 27; 0; 25; 0; -2; 0; -7]; [-14; -6; -3; 0; -8; 0; -24; 0; -18; 0; 1]; [-15; -7; 1; 0; -11; 0; -23; 0; -8; 0; 3]; [-14; -8; 4; 0; 4; 0; 6; 0; 6]; [-13; -9; 5; 0; 10; 0; 5]; [-12; -10; 2; 0; 2]],reversible
12n_454,(-2*a^2-4*a^4-6*a^6-3*a^8)*z^(0)+ (2*a^5+ 6*a^7+ 2*a^9-2*a^11)*z^(1)+ (3*a^2+ 13*a^4+ 24*a^6+ 11*a^8-3*a^10)*z^(2)+ (2*a^3-7*a^5-21*a^7-5*a^9+ 7*a^11)*z^(3)+ (-10*a^4-34*a^6-13*a^8+ 11*a^10)*z^(4)+ (a^3+ 7*a^5+ 20*a^7+ 9*a^9-5*a^11)*z^(5)+ (4*a^4+ 18*a^6+ 5*a^8-9*a^10)*z^(6)+ (-3*a^5-12*a^7-8*a^9+ a^11)*z^(7)+ (-5*a^6-3*a^8+ 2*a^10)*z^(8)+ (a^5+ 3*a^7+ 2*a^9)*z^(9)+ (a^6+ a^8)*z^(10),[0; 10; [2; 8; -2; 0; -4; 0; -6; 0; -3]; [5; 11; 2; 0; 6; 0; 2; 0; -2]; [2; 10; 3; 0; 13; 0; 24; 0; 11; 0; -3]; [3; 11; 2; 0; -7; 0; -21; 0; -5; 0; 7]; [4; 10; -10; 0; -34; 0; -13; 0; 11]; [3; 11; 1; 0; 7; 0; 20; 0; 9; 0; -5]; [4; 10; 4; 0; 18; 0; 5; 0; -9]; [5; 11; -3; 0; -12; 0; -8; 0; 1]; [6; 10; -5; 0; -3; 0; 2]; [5; 9; 1; 0; 3; 0; 2]; [6; 8; 1; 0; 1]],chiral
12n_455,(-a^(-8)-4*a^(-6)-6*a^(-4)-4*a^(-2))*z^(0)+ (0)*z^(1)+ (2*a^(-10)+ 3*a^(-8)+ 12*a^(-6)+ 23*a^(-4)+ 12*a^(-2))*z^(2)+ (-2*a^(-11)+ 5*a^(-9)+ 5*a^(-7)+ a^(-5)+ 3*a^(-3))*z^(3)+ (a^(-12)-8*a^(-10)-2*a^(-8)-4*a^(-6)-22*a^(-4)-11*a^(-2))*z^(4)+ (4*a^(-11)-13*a^(-9)-13*a^(-7)+ a^(-5)-3*a^(-3))*z^(5)+ (8*a^(-10)-8*a^(-8)-14*a^(-6)+ 5*a^(-4)+ 3*a^(-2))*z^(6)+ (10*a^(-9)+ 2*a^(-7)-9*a^(-5)-a^(-3))*z^(7)+ (8*a^(-8)+ 7*a^(-6)-a^(-4))*z^(8)+ (4*a^(-7)+ 5*a^(-5)+ a^(-3))*z^(9)+ (a^(-6)+ a^(-4))*z^(10),[0; 10; [-8; -2; -1; 0; -4; 0; -6; 0; -4]; [0; 0; 0]; [-10; -2; 2; 0; 3; 0; 12; 0; 23; 0; 12]; [-11; -3; -2; 0; 5; 0; 5; 0; 1; 0; 3]; [-12; -2; 1; 0; -8; 0; -2; 0; -4; 0; -22; 0; -11]; [-11; -3; 4; 0; -13; 0; -13; 0; 1; 0; -3]; [-10; -2; 8; 0; -8; 0; -14; 0; 5; 0; 3]; [-9; -3; 10; 0; 2; 0; -9; 0; -1]; [-8; -4; 8; 0; 7; 0; -1]; [-7; -3; 4; 0; 5; 0; 1]; [-6; -4; 1; 0; 1]],chiral
12n_456,(-3*a^(-4)-6*a^(-2)-3-2*a^2-a^4)*z^(0)+ (7*a^(-5)+ 13*a^(-3)+ 6*a^(-1)-2*a-a^3+ a^5)*z^(1)+ (12*a^(-4)+ 20*a^(-2)+ 9+ 4*a^2+ 3*a^4)*z^(2)+ (-21*a^(-5)-44*a^(-3)-21*a^(-1)+ 9*a+ 4*a^3-3*a^5)*z^(3)+ (-23*a^(-4)-32*a^(-2)-4-a^2-6*a^4)*z^(4)+ (21*a^(-5)+ 45*a^(-3)+ 24*a^(-1)-7*a-6*a^3+ a^5)*z^(5)+ (21*a^(-4)+ 26*a^(-2)+ 1-2*a^2+ 2*a^4)*z^(6)+ (-8*a^(-5)-17*a^(-3)-9*a^(-1)+ 2*a+ 2*a^3)*z^(7)+ (-8*a^(-4)-9*a^(-2)+ a^2)*z^(8)+ (a^(-5)+ 2*a^(-3)+ a^(-1))*z^(9)+ (a^(-4)+ a^(-2))*z^(10),[0; 10; [-4; 4; -3; 0; -6; 0; -3; 0; -2; 0; -1]; [-5; 5; 7; 0; 13; 0; 6; 0; -2; 0; -1; 0; 1]; [-4; 4; 12; 0; 20; 0; 9; 0; 4; 0; 3]; [-5; 5; -21; 0; -44; 0; -21; 0; 9; 0; 4; 0; -3]; [-4; 4; -23; 0; -32; 0; -4; 0; -1; 0; -6]; [-5; 5; 21; 0; 45; 0; 24; 0; -7; 0; -6; 0; 1]; [-4; 4; 21; 0; 26; 0; 1; 0; -2; 0; 2]; [-5; 3; -8; 0; -17; 0; -9; 0; 2; 0; 2]; [-4; 2; -8; 0; -9; 0; 0; 0; 1]; [-5; -1; 1; 0; 2; 0; 1]; [-4; -2; 1; 0; 1]],chiral
12n_457,(1+ a^2-3*a^6-2*a^8)*z^(0)+ (a+ 2*a^3+ 4*a^5+ 9*a^7+ 6*a^9)*z^(1)+ (-2-5*a^2-a^4+ 13*a^6+ 11*a^8)*z^(2)+ (-4*a-5*a^3-14*a^5-34*a^7-21*a^9)*z^(3)+ (1+ a^2+ 2*a^4-21*a^6-23*a^8)*z^(4)+ (2*a+ 3*a^3+ 19*a^5+ 39*a^7+ 21*a^9)*z^(5)+ (a^2+ 20*a^6+ 21*a^8)*z^(6)+ (-8*a^5-16*a^7-8*a^9)*z^(7)+ (-8*a^6-8*a^8)*z^(8)+ (a^5+ 2*a^7+ a^9)*z^(9)+ (a^6+ a^8)*z^(10),[0; 10; [0; 8; 1; 0; 1; 0; 0; 0; -3; 0; -2]; [1; 9; 1; 0; 2; 0; 4; 0; 9; 0; 6]; [0; 8; -2; 0; -5; 0; -1; 0; 13; 0; 11]; [1; 9; -4; 0; -5; 0; -14; 0; -34; 0; -21]; [0; 8; 1; 0; 1; 0; 2; 0; -21; 0; -23]; [1; 9; 2; 0; 3; 0; 19; 0; 39; 0; 21]; [2; 8; 1; 0; 0; 0; 20; 0; 21]; [5; 9; -8; 0; -16; 0; -8]; [6; 8; -8; 0; -8]; [5; 9; 1; 0; 2; 0; 1]; [6; 8; 1; 0; 1]],reversible
12n_458,(-a^(-4)-2*a^(-2)+ 1+ 2*a^2+ a^4)*z^(0)+ (a^(-5)+ 2*a^(-3)+ 4*a^(-1)+ 6*a+ 3*a^3)*z^(1)+ (-a^(-4)-8*a^(-2)-15-12*a^2-4*a^4)*z^(2)+ (3*a^(-5)+ 6*a^(-3)-5*a^(-1)-16*a-8*a^3)*z^(3)+ (-a^(-6)+ 11*a^(-4)+ 36*a^(-2)+ 35+ 14*a^2+ 3*a^4)*z^(4)+ (-10*a^(-5)-10*a^(-3)+ 13*a^(-1)+ 18*a+ 5*a^3)*z^(5)+ (a^(-6)-21*a^(-4)-45*a^(-2)-29-6*a^2)*z^(6)+ (5*a^(-5)-8*a^(-3)-23*a^(-1)-9*a+ a^3)*z^(7)+ (9*a^(-4)+ 14*a^(-2)+ 9+ 4*a^2)*z^(8)+ (7*a^(-3)+ 12*a^(-1)+ 5*a)*z^(9)+ (2*a^(-2)+ 2)*z^(10),[0; 10; [-4; 4; -1; 0; -2; 0; 1; 0; 2; 0; 1]; [-5; 3; 1; 0; 2; 0; 4; 0; 6; 0; 3]; [-4; 4; -1; 0; -8; 0; -15; 0; -12; 0; -4]; [-5; 3; 3; 0; 6; 0; -5; 0; -16; 0; -8]; [-6; 4; -1; 0; 11; 0; 36; 0; 35; 0; 14; 0; 3]; [-5; 3; -10; 0; -10; 0; 13; 0; 18; 0; 5]; [-6; 2; 1; 0; -21; 0; -45; 0; -29; 0; -6]; [-5; 3; 5; 0; -8; 0; -23; 0; -9; 0; 1]; [-4; 2; 9; 0; 14; 0; 9; 0; 4]; [-3; 1; 7; 0; 12; 0; 5]; [-2; 0; 2; 0; 2]],reversible
12n_459,(a^(-10)+ 3*a^(-8)+ 4*a^(-6)+ 2*a^(-4)-a^(-2))*z^(0)+ (-a^(-11)+ a^(-9)+ 5*a^(-7)+ 5*a^(-5)+ 2*a^(-3))*z^(1)+ (-5*a^(-10)-15*a^(-8)-23*a^(-6)-17*a^(-4)-4*a^(-2))*z^(2)+ (3*a^(-11)-14*a^(-7)-15*a^(-5)-2*a^(-3)+ 2*a^(-1))*z^(3)+ (6*a^(-10)+ 21*a^(-8)+ 42*a^(-6)+ 43*a^(-4)+ 16*a^(-2))*z^(4)+ (-a^(-9)+ 13*a^(-7)+ 29*a^(-5)+ 12*a^(-3)-3*a^(-1))*z^(5)+ (a^(-10)-15*a^(-8)-37*a^(-6)-36*a^(-4)-15*a^(-2))*z^(6)+ (4*a^(-9)-12*a^(-7)-33*a^(-5)-16*a^(-3)+ a^(-1))*z^(7)+ (7*a^(-8)+ 8*a^(-6)+ 5*a^(-4)+ 4*a^(-2))*z^(8)+ (6*a^(-7)+ 11*a^(-5)+ 5*a^(-3))*z^(9)+ (2*a^(-6)+ 2*a^(-4))*z^(10),[0; 10; [-10; -2; 1; 0; 3; 0; 4; 0; 2; 0; -1]; [-11; -3; -1; 0; 1; 0; 5; 0; 5; 0; 2]; [-10; -2; -5; 0; -15; 0; -23; 0; -17; 0; -4]; [-11; -1; 3; 0; 0; 0; -14; 0; -15; 0; -2; 0; 2]; [-10; -2; 6; 0; 21; 0; 42; 0; 43; 0; 16]; [-9; -1; -1; 0; 13; 0; 29; 0; 12; 0; -3]; [-10; -2; 1; 0; -15; 0; -37; 0; -36; 0; -15]; [-9; -1; 4; 0; -12; 0; -33; 0; -16; 0; 1]; [-8; -2; 7; 0; 8; 0; 5; 0; 4]; [-7; -3; 6; 0; 11; 0; 5]; [-6; -4; 2; 0; 2]],reversible
12n_460,(-a^(-2)-1+ 2*a^4+ a^6)*z^(0)+ (-a^(-1)+ 2*a^3-a^7)*z^(1)+ (-a^(-2)-2-a^2-2*a^4-2*a^6)*z^(2)+ (a^(-3)-6*a^(-1)-18*a-15*a^3-3*a^5+ a^7)*z^(3)+ (14*a^(-2)+ 22+ 7*a^2+ a^4+ 2*a^6)*z^(4)+ (-3*a^(-3)+ 22*a^(-1)+ 44*a+ 22*a^3+ 3*a^5)*z^(5)+ (-16*a^(-2)-17-2*a^2-a^4)*z^(6)+ (a^(-3)-21*a^(-1)-35*a-13*a^3)*z^(7)+ (4*a^(-2)-2-5*a^2+ a^4)*z^(8)+ (5*a^(-1)+ 8*a+ 3*a^3)*z^(9)+ (2+ 2*a^2)*z^(10),[0; 10; [-2; 6; -1; 0; -1; 0; 0; 0; 2; 0; 1]; [-1; 7; -1; 0; 0; 0; 2; 0; 0; 0; -1]; [-2; 6; -1; 0; -2; 0; -1; 0; -2; 0; -2]; [-3; 7; 1; 0; -6; 0; -18; 0; -15; 0; -3; 0; 1]; [-2; 6; 14; 0; 22; 0; 7; 0; 1; 0; 2]; [-3; 5; -3; 0; 22; 0; 44; 0; 22; 0; 3]; [-2; 4; -16; 0; -17; 0; -2; 0; -1]; [-3; 3; 1; 0; -21; 0; -35; 0; -13]; [-2; 4; 4; 0; -2; 0; -5; 0; 1]; [-1; 3; 5; 0; 8; 0; 3]; [0; 2; 2; 0; 2]],reversible
12n_461,(2+ 2*a^2+ a^4)*z^(0)+ (a^(-1)+ 3*a+ 2*a^3)*z^(1)+ (-3*a^(-2)-10-15*a^2-11*a^4-3*a^6)*z^(2)+ (a^(-3)-4*a^(-1)-20*a-24*a^3-8*a^5+ a^7)*z^(3)+ (4*a^(-2)+ 16+ 29*a^2+ 30*a^4+ 13*a^6)*z^(4)+ (3*a^(-1)+ 34*a+ 59*a^3+ 25*a^5-3*a^7)*z^(5)+ (-11-15*a^2-19*a^4-15*a^6)*z^(6)+ (a^(-1)-23*a-49*a^3-24*a^5+ a^7)*z^(7)+ (4-4*a^2-4*a^4+ 4*a^6)*z^(8)+ (6*a+ 12*a^3+ 6*a^5)*z^(9)+ (3*a^2+ 3*a^4)*z^(10),[0; 10; [0; 4; 2; 0; 2; 0; 1]; [-1; 3; 1; 0; 3; 0; 2]; [-2; 6; -3; 0; -10; 0; -15; 0; -11; 0; -3]; [-3; 7; 1; 0; -4; 0; -20; 0; -24; 0; -8; 0; 1]; [-2; 6; 4; 0; 16; 0; 29; 0; 30; 0; 13]; [-1; 7; 3; 0; 34; 0; 59; 0; 25; 0; -3]; [0; 6; -11; 0; -15; 0; -19; 0; -15]; [-1; 7; 1; 0; -23; 0; -49; 0; -24; 0; 1]; [0; 6; 4; 0; -4; 0; -4; 0; 4]; [1; 5; 6; 0; 12; 0; 6]; [2; 4; 3; 0; 3]],chiral
12n_462,(a^(-4)+ 2*a^(-2)+ 3+ 2*a^2+ a^4)*z^(0)+ (2*a^(-3)+ 4*a^(-1)+ 4*a+ 2*a^3)*z^(1)+ (-3*a^(-4)-9*a^(-2)-12-9*a^2-3*a^4)*z^(2)+ (-5*a^(-3)-13*a^(-1)-13*a-5*a^3)*z^(3)+ (a^(-4)+ 11*a^(-2)+ 20+ 11*a^2+ a^4)*z^(4)+ (2*a^(-3)+ 15*a^(-1)+ 15*a+ 2*a^3)*z^(5)+ (-5*a^(-2)-10-5*a^2)*z^(6)+ (-6*a^(-1)-6*a)*z^(7)+ (a^(-2)+ 2+ a^2)*z^(8)+ (a^(-1)+ a)*z^(9),[0; 9; [-4; 4; 1; 0; 2; 0; 3; 0; 2; 0; 1]; [-3; 3; 2; 0; 4; 0; 4; 0; 2]; [-4; 4; -3; 0; -9; 0; -12; 0; -9; 0; -3]; [-3; 3; -5; 0; -13; 0; -13; 0; -5]; [-4; 4; 1; 0; 11; 0; 20; 0; 11; 0; 1]; [-3; 3; 2; 0; 15; 0; 15; 0; 2]; [-2; 2; -5; 0; -10; 0; -5]; [-1; 1; -6; 0; -6]; [-2; 2; 1; 0; 2; 0; 1]; [-1; 1; 1; 0; 1]],negative amphicheiral
12n_463,(1+ a^2+ 2*a^4+ a^6)*z^(0)+ (a^(-1)+ 4*a+ 5*a^3+ a^5-a^7)*z^(1)+ (-3*a^(-2)-9-13*a^2-13*a^4-6*a^6)*z^(2)+ (a^(-3)-4*a^(-1)-20*a-24*a^3-5*a^5+ 4*a^7)*z^(3)+ (4*a^(-2)+ 18+ 29*a^2+ 28*a^4+ 13*a^6)*z^(4)+ (3*a^(-1)+ 30*a+ 45*a^3+ 14*a^5-4*a^7)*z^(5)+ (-12-19*a^2-19*a^4-12*a^6)*z^(6)+ (a^(-1)-19*a-36*a^3-15*a^5+ a^7)*z^(7)+ (4-a^4+ 3*a^6)*z^(8)+ (5*a+ 9*a^3+ 4*a^5)*z^(9)+ (2*a^2+ 2*a^4)*z^(10),[0; 10; [0; 6; 1; 0; 1; 0; 2; 0; 1]; [-1; 7; 1; 0; 4; 0; 5; 0; 1; 0; -1]; [-2; 6; -3; 0; -9; 0; -13; 0; -13; 0; -6]; [-3; 7; 1; 0; -4; 0; -20; 0; -24; 0; -5; 0; 4]; [-2; 6; 4; 0; 18; 0; 29; 0; 28; 0; 13]; [-1; 7; 3; 0; 30; 0; 45; 0; 14; 0; -4]; [0; 6; -12; 0; -19; 0; -19; 0; -12]; [-1; 7; 1; 0; -19; 0; -36; 0; -15; 0; 1]; [0; 6; 4; 0; 0; 0; -1; 0; 3]; [1; 5; 5; 0; 9; 0; 4]; [2; 4; 2; 0; 2]],chiral
12n_464,(a^(-6)+ 3*a^(-4)+ 3*a^(-2)+ 2)*z^(0)+ (-a^(-7)-a^(-5)+ a^(-3)+ a^(-1))*z^(1)+ (2*a^(-8)-a^(-6)-14*a^(-4)-18*a^(-2)-7)*z^(2)+ (-2*a^(-9)+ 4*a^(-7)+ 2*a^(-5)-17*a^(-3)-13*a^(-1))*z^(3)+ (-8*a^(-8)-a^(-6)+ 18*a^(-4)+ 21*a^(-2)+ 10)*z^(4)+ (a^(-9)-9*a^(-7)+ 5*a^(-5)+ 38*a^(-3)+ 23*a^(-1))*z^(5)+ (3*a^(-8)-2*a^(-6)-a^(-2)-6)*z^(6)+ (3*a^(-7)-5*a^(-5)-21*a^(-3)-13*a^(-1))*z^(7)+ (a^(-6)-5*a^(-4)-5*a^(-2)+ 1)*z^(8)+ (a^(-5)+ 3*a^(-3)+ 2*a^(-1))*z^(9)+ (a^(-4)+ a^(-2))*z^(10),[0; 10; [-6; 0; 1; 0; 3; 0; 3; 0; 2]; [-7; -1; -1; 0; -1; 0; 1; 0; 1]; [-8; 0; 2; 0; -1; 0; -14; 0; -18; 0; -7]; [-9; -1; -2; 0; 4; 0; 2; 0; -17; 0; -13]; [-8; 0; -8; 0; -1; 0; 18; 0; 21; 0; 10]; [-9; -1; 1; 0; -9; 0; 5; 0; 38; 0; 23]; [-8; 0; 3; 0; -2; 0; 0; 0; -1; 0; -6]; [-7; -1; 3; 0; -5; 0; -21; 0; -13]; [-6; 0; 1; 0; -5; 0; -5; 0; 1]; [-5; -1; 1; 0; 3; 0; 2]; [-4; -2; 1; 0; 1]],reversible
12n_465,(a^(-2)+ 3+ a^2)*z^(0)+ (a^(-5)+ 2*a^(-3)+ a^(-1)-a-a^3)*z^(1)+ (-2*a^(-6)-4*a^(-4)-9*a^(-2)-14-7*a^2)*z^(2)+ (a^(-7)-4*a^(-5)-13*a^(-3)-13*a^(-1)-a+ 4*a^3)*z^(3)+ (4*a^(-6)+ 11*a^(-4)+ 22*a^(-2)+ 29+ 14*a^2)*z^(4)+ (4*a^(-5)+ 22*a^(-3)+ 33*a^(-1)+ 11*a-4*a^3)*z^(5)+ (-9*a^(-4)-18*a^(-2)-21-12*a^2)*z^(6)+ (a^(-5)-16*a^(-3)-32*a^(-1)-14*a+ a^3)*z^(7)+ (4*a^(-4)+ a^(-2)+ 3*a^2)*z^(8)+ (5*a^(-3)+ 9*a^(-1)+ 4*a)*z^(9)+ (2*a^(-2)+ 2)*z^(10),[0; 10; [-2; 2; 1; 0; 3; 0; 1]; [-5; 3; 1; 0; 2; 0; 1; 0; -1; 0; -1]; [-6; 2; -2; 0; -4; 0; -9; 0; -14; 0; -7]; [-7; 3; 1; 0; -4; 0; -13; 0; -13; 0; -1; 0; 4]; [-6; 2; 4; 0; 11; 0; 22; 0; 29; 0; 14]; [-5; 3; 4; 0; 22; 0; 33; 0; 11; 0; -4]; [-4; 2; -9; 0; -18; 0; -21; 0; -12]; [-5; 3; 1; 0; -16; 0; -32; 0; -14; 0; 1]; [-4; 2; 4; 0; 1; 0; 0; 0; 3]; [-3; 1; 5; 0; 9; 0; 4]; [-2; 0; 2; 0; 2]],chiral
12n_466,(-a^4-6*a^6-4*a^8)*z^(0)+ (2*a^3+ 6*a^5+ 8*a^7-3*a^11+ a^13)*z^(1)+ (6*a^4+ 22*a^6+ 10*a^8-5*a^10+ a^12)*z^(2)+ (-3*a^3-20*a^5-27*a^7+ a^9+ 8*a^11-3*a^13)*z^(3)+ (-9*a^4-33*a^6-6*a^8+ 13*a^10-5*a^12)*z^(4)+ (a^3+ 15*a^5+ 31*a^7+ 7*a^9-9*a^11+ a^13)*z^(5)+ (3*a^4+ 21*a^6+ 6*a^8-10*a^10+ 2*a^12)*z^(6)+ (-5*a^5-14*a^7-6*a^9+ 3*a^11)*z^(7)+ (-6*a^6-3*a^8+ 3*a^10)*z^(8)+ (a^5+ 3*a^7+ 2*a^9)*z^(9)+ (a^6+ a^8)*z^(10),[0; 10; [4; 8; -1; 0; -6; 0; -4]; [3; 13; 2; 0; 6; 0; 8; 0; 0; 0; -3; 0; 1]; [4; 12; 6; 0; 22; 0; 10; 0; -5; 0; 1]; [3; 13; -3; 0; -20; 0; -27; 0; 1; 0; 8; 0; -3]; [4; 12; -9; 0; -33; 0; -6; 0; 13; 0; -5]; [3; 13; 1; 0; 15; 0; 31; 0; 7; 0; -9; 0; 1]; [4; 12; 3; 0; 21; 0; 6; 0; -10; 0; 2]; [5; 11; -5; 0; -14; 0; -6; 0; 3]; [6; 10; -6; 0; -3; 0; 3]; [5; 9; 1; 0; 3; 0; 2]; [6; 8; 1; 0; 1]],reversible
12n_467,(-2*a^(-6)-5*a^(-4)-4*a^(-2))*z^(0)+ (-a^(-9)+ 2*a^(-7)+ 7*a^(-5)+ 5*a^(-3)+ a^(-1))*z^(1)+ (3*a^(-10)-a^(-8)+ 5*a^(-6)+ 20*a^(-4)+ 9*a^(-2)-2)*z^(2)+ (7*a^(-9)-12*a^(-7)-27*a^(-5)-12*a^(-3)-4*a^(-1))*z^(3)+ (-4*a^(-10)+ 5*a^(-8)-7*a^(-6)-25*a^(-4)-8*a^(-2)+ 1)*z^(4)+ (-8*a^(-9)+ 15*a^(-7)+ 34*a^(-5)+ 13*a^(-3)+ 2*a^(-1))*z^(5)+ (a^(-10)-7*a^(-8)+ 7*a^(-6)+ 18*a^(-4)+ 3*a^(-2))*z^(6)+ (2*a^(-9)-9*a^(-7)-16*a^(-5)-5*a^(-3))*z^(7)+ (2*a^(-8)-4*a^(-6)-6*a^(-4))*z^(8)+ (2*a^(-7)+ 3*a^(-5)+ a^(-3))*z^(9)+ (a^(-6)+ a^(-4))*z^(10),[0; 10; [-6; -2; -2; 0; -5; 0; -4]; [-9; -1; -1; 0; 2; 0; 7; 0; 5; 0; 1]; [-10; 0; 3; 0; -1; 0; 5; 0; 20; 0; 9; 0; -2]; [-9; -1; 7; 0; -12; 0; -27; 0; -12; 0; -4]; [-10; 0; -4; 0; 5; 0; -7; 0; -25; 0; -8; 0; 1]; [-9; -1; -8; 0; 15; 0; 34; 0; 13; 0; 2]; [-10; -2; 1; 0; -7; 0; 7; 0; 18; 0; 3]; [-9; -3; 2; 0; -9; 0; -16; 0; -5]; [-8; -4; 2; 0; -4; 0; -6]; [-7; -3; 2; 0; 3; 0; 1]; [-6; -4; 1; 0; 1]],reversible
